,labels,coordinates
917,d,"[[0.5087072849273682, 0.862962007522583], [0.6229725480079651, 0.8100616335868835], [0.6761071681976318, 0.6710517406463623], [0.6263936161994934, 0.5571841597557068], [0.522646427154541, 0.49533286690711975], [0.6025808453559875, 0.4392726421356201], [0.6077975630760193, 0.24493083357810974], [0.5857109427452087, 0.14210474491119385], [0.5584774017333984, 0.05750522017478943], [0.4954789876937866, 0.43973758816719055], [0.49126073718070984, 0.23681440949440002], [0.4892520308494568, 0.32025790214538574], [0.5031402111053467, 0.4226621389389038], [0.39153894782066345, 0.47379037737846375], [0.38060951232910156, 0.29457390308380127], [0.38473427295684814, 0.3667944073677063], [0.40661537647247314, 0.46395179629325867], [0.2966121435165405, 0.5381168127059937], [0.2936718761920929, 0.3895450830459595], [0.31197303533554077, 0.41913580894470215], [0.33925861120224, 0.4956168234348297]]"
918,d,"[[0.5103708505630493, 0.8490056991577148], [0.6134812831878662, 0.8015366792678833], [0.6625469923019409, 0.676529049873352], [0.6132323741912842, 0.5723580121994019], [0.5211724042892456, 0.49795404076576233], [0.5877348780632019, 0.4444241225719452], [0.5969251394271851, 0.23306676745414734], [0.5810414552688599, 0.1270502507686615], [0.5527796745300293, 0.047782301902770996], [0.4726458787918091, 0.44966328144073486], [0.45832395553588867, 0.24326913058757782], [0.455308198928833, 0.33847159147262573], [0.46302860975265503, 0.4539611339569092], [0.36764785647392273, 0.48749518394470215], [0.3542066514492035, 0.31320077180862427], [0.3603280782699585, 0.39171096682548523], [0.3774029016494751, 0.48977649211883545], [0.27735641598701477, 0.5538496971130371], [0.2784675359725952, 0.40913403034210205], [0.2948452830314636, 0.4484991133213043], [0.31967446208000183, 0.5299698114395142]]"
919,d,"[[0.49494221806526184, 0.883918046951294], [0.6192918419837952, 0.8070802688598633], [0.681717038154602, 0.6524794697761536], [0.6118379831314087, 0.5265676975250244], [0.4982416033744812, 0.45148584246635437], [0.613078773021698, 0.4381735622882843], [0.6235166192054749, 0.24167540669441223], [0.5992156267166138, 0.13534173369407654], [0.5695787668228149, 0.0435161292552948], [0.5085741877555847, 0.4294712245464325], [0.5079467296600342, 0.2252260148525238], [0.4892750382423401, 0.3025129437446594], [0.4934203028678894, 0.40020257234573364], [0.40960419178009033, 0.45528608560562134], [0.39896777272224426, 0.27520835399627686], [0.387930303812027, 0.34893321990966797], [0.40103715658187866, 0.44365131855010986], [0.3172950744628906, 0.5152217149734497], [0.3076786696910858, 0.37501150369644165], [0.31165581941604614, 0.3948153257369995], [0.3310486376285553, 0.4555598497390747]]"
920,d,"[[0.42966800928115845, 0.8445907831192017], [0.5896017551422119, 0.7562236785888672], [0.6903707981109619, 0.599644660949707], [0.6594249606132507, 0.43696510791778564], [0.5289089679718018, 0.4226134717464447], [0.6018857359886169, 0.4221712052822113], [0.598382830619812, 0.2399766892194748], [0.5883564352989197, 0.1351461410522461], [0.5774968266487122, 0.047728776931762695], [0.5012401342391968, 0.41586118936538696], [0.48621582984924316, 0.23736418783664703], [0.4904116094112396, 0.323825865983963], [0.5058203935623169, 0.39496806263923645], [0.4102635383605957, 0.42883729934692383], [0.38513967394828796, 0.25885939598083496], [0.3986084461212158, 0.3461478054523468], [0.41626182198524475, 0.4520207941532135], [0.3166095018386841, 0.4719657301902771], [0.2968366742134094, 0.3275582790374756], [0.31885164976119995, 0.3678351044654846], [0.34396490454673767, 0.4631406366825104]]"
921,d,"[[0.4422321319580078, 0.6514894962310791], [0.5614681839942932, 0.615287184715271], [0.6335142254829407, 0.5449427366256714], [0.6160874962806702, 0.46936506032943726], [0.5196219086647034, 0.46504995226860046], [0.5684386491775513, 0.462033748626709], [0.5701428055763245, 0.3837817311286926], [0.5673052668571472, 0.3366250991821289], [0.5614950060844421, 0.29724177718162537], [0.4966577887535095, 0.45707860589027405], [0.4973568916320801, 0.3796956241130829], [0.5011904239654541, 0.42171838879585266], [0.5088692307472229, 0.4540029764175415], [0.4321565628051758, 0.46601009368896484], [0.41934722661972046, 0.39055806398391724], [0.4383232891559601, 0.4320295453071594], [0.4460756182670593, 0.47840315103530884], [0.36341166496276855, 0.4886927902698517], [0.35101401805877686, 0.4226432144641876], [0.37616151571273804, 0.44243019819259644], [0.39217472076416016, 0.4837992787361145]]"
922,d,"[[0.43159782886505127, 0.8463496565818787], [0.5866397619247437, 0.7531799674034119], [0.6909971237182617, 0.5795848369598389], [0.6461602449417114, 0.4214561879634857], [0.5194154381752014, 0.40290412306785583], [0.609333872795105, 0.41537654399871826], [0.6140072345733643, 0.23704057931900024], [0.6051865220069885, 0.13596948981285095], [0.5982288122177124, 0.04547777771949768], [0.5068714618682861, 0.40712472796440125], [0.4933270812034607, 0.2294146716594696], [0.49100378155708313, 0.30103594064712524], [0.5024049282073975, 0.3884704113006592], [0.4147964119911194, 0.42395836114883423], [0.39213505387306213, 0.2613009512424469], [0.4026477336883545, 0.33733752369880676], [0.42055556178092957, 0.4425087571144104], [0.32227134704589844, 0.46599486470222473], [0.3009851574897766, 0.3304443657398224], [0.32203882932662964, 0.3621731698513031], [0.34771662950515747, 0.44868624210357666]]"
923,d,"[[0.42832767963409424, 0.8404115438461304], [0.5857218503952026, 0.747330904006958], [0.6901897192001343, 0.5781878232955933], [0.6471133232116699, 0.41744405031204224], [0.518245279788971, 0.3955689072608948], [0.6133783459663391, 0.41737714409828186], [0.6149571537971497, 0.23713301122188568], [0.6057692170143127, 0.1339704394340515], [0.5985957384109497, 0.04608538746833801], [0.5087293982505798, 0.41076478362083435], [0.4944167733192444, 0.2300628274679184], [0.49442780017852783, 0.3037186861038208], [0.5080966949462891, 0.3876420855522156], [0.4141046106815338, 0.42533645033836365], [0.3922264575958252, 0.25702470541000366], [0.4026435911655426, 0.34081220626831055], [0.42048755288124084, 0.4489530026912689], [0.31814515590667725, 0.4660757780075073], [0.3000468611717224, 0.3324064016342163], [0.3206382095813751, 0.36568817496299744], [0.3447337746620178, 0.44928640127182007]]"
924,d,"[[0.43605172634124756, 0.8426532745361328], [0.5867761969566345, 0.7537592053413391], [0.6932986378669739, 0.5773026347160339], [0.6408814191818237, 0.42343974113464355], [0.5156770944595337, 0.4010240435600281], [0.6139810085296631, 0.416264146566391], [0.6106805801391602, 0.23464566469192505], [0.5978132486343384, 0.13348421454429626], [0.5874904990196228, 0.04186633229255676], [0.5088798999786377, 0.4107300043106079], [0.4939703345298767, 0.2326340675354004], [0.49203863739967346, 0.3030720055103302], [0.5041772127151489, 0.3891424238681793], [0.4144415259361267, 0.4283173680305481], [0.38918858766555786, 0.263119101524353], [0.3988514542579651, 0.3421407639980316], [0.41758519411087036, 0.44726264476776123], [0.3222271800041199, 0.4714595377445221], [0.30312758684158325, 0.3371121287345886], [0.3215721547603607, 0.3737040162086487], [0.34403395652770996, 0.4576718211174011]]"
925,d,"[[0.4576774835586548, 0.9128084182739258], [0.6139993071556091, 0.8069735169410706], [0.7036703824996948, 0.6370806694030762], [0.6405822038650513, 0.5090924501419067], [0.5113005042076111, 0.5305641293525696], [0.5873215198516846, 0.4609678089618683], [0.5801622867584229, 0.2622448801994324], [0.5745104551315308, 0.1432570517063141], [0.5581641793251038, 0.04398927092552185], [0.47265756130218506, 0.4708110988140106], [0.46793684363365173, 0.3126028776168823], [0.4986613392829895, 0.4433632791042328], [0.5000491142272949, 0.521024763584137], [0.37699341773986816, 0.5100724697113037], [0.36026501655578613, 0.3782746493816376], [0.4060443043708801, 0.502844512462616], [0.40810874104499817, 0.5667506456375122], [0.2857762575149536, 0.5944403409957886], [0.28365135192871094, 0.4934951663017273], [0.33029794692993164, 0.5621898174285889], [0.3332991600036621, 0.6161086559295654]]"
926,d,"[[0.45247599482536316, 0.9202789068222046], [0.6110844016075134, 0.8006312251091003], [0.7076141238212585, 0.6417484283447266], [0.634248673915863, 0.5153225660324097], [0.5055376291275024, 0.5388041138648987], [0.5852718353271484, 0.45425206422805786], [0.5782636404037476, 0.26743757724761963], [0.5731505155563354, 0.1497749388217926], [0.559044361114502, 0.04928559064865112], [0.4731055498123169, 0.46666061878204346], [0.4658326208591461, 0.31597328186035156], [0.4975001811981201, 0.45864588022232056], [0.5040027499198914, 0.5272653698921204], [0.3743045926094055, 0.5091589093208313], [0.35719725489616394, 0.38206541538238525], [0.4005575478076935, 0.509428083896637], [0.41069668531417847, 0.5633349418640137], [0.28621309995651245, 0.5992863774299622], [0.27700912952423096, 0.49187514185905457], [0.32618212699890137, 0.5624616742134094], [0.33514392375946045, 0.6114218831062317]]"
927,d,"[[0.4591301679611206, 0.9117927551269531], [0.6130156517028809, 0.8041051030158997], [0.7014582753181458, 0.6405767798423767], [0.6376380324363708, 0.5117184519767761], [0.5097079277038574, 0.5299059748649597], [0.5856133103370667, 0.4655236303806305], [0.5794113278388977, 0.26600536704063416], [0.5766351222991943, 0.14639100432395935], [0.5620810985565186, 0.04544943571090698], [0.4726051688194275, 0.4766243100166321], [0.4676693379878998, 0.3203624486923218], [0.49942347407341003, 0.45556044578552246], [0.5001690983772278, 0.5278450846672058], [0.3761756420135498, 0.514938473701477], [0.36148393154144287, 0.38450929522514343], [0.4065428078174591, 0.5111275911331177], [0.4082185626029968, 0.5701117515563965], [0.28602170944213867, 0.5980077981948853], [0.28155145049095154, 0.4976680874824524], [0.3297264575958252, 0.5656932592391968], [0.33229491114616394, 0.6171709895133972]]"
928,d,"[[0.4450768530368805, 0.9127596616744995], [0.5971246361732483, 0.7998394966125488], [0.6944705247879028, 0.6508955955505371], [0.6257724761962891, 0.5244728922843933], [0.49567750096321106, 0.5268333554267883], [0.5890163779258728, 0.4632880985736847], [0.5871366858482361, 0.2674008011817932], [0.5859038829803467, 0.15461862087249756], [0.570212185382843, 0.054084211587905884], [0.47933217883110046, 0.46853360533714294], [0.4626484513282776, 0.31966009736061096], [0.4933198392391205, 0.4586203694343567], [0.5048956871032715, 0.5252770185470581], [0.381145179271698, 0.5052187442779541], [0.35426947474479675, 0.37926897406578064], [0.39621502161026, 0.5090222358703613], [0.41803061962127686, 0.5700488090515137], [0.29620933532714844, 0.5904878377914429], [0.27317219972610474, 0.49434971809387207], [0.32471764087677, 0.5627950429916382], [0.34475281834602356, 0.6149352788925171]]"
929,d,"[[0.460416316986084, 0.9242919683456421], [0.6026444435119629, 0.801913857460022], [0.6898495554924011, 0.6495590806007385], [0.6113011837005615, 0.5385078191757202], [0.4805782735347748, 0.5381414890289307], [0.5920271277427673, 0.4619066119194031], [0.593196451663971, 0.2716106176376343], [0.587476372718811, 0.15378347039222717], [0.5719529986381531, 0.05176171660423279], [0.47352051734924316, 0.47050467133522034], [0.45884761214256287, 0.3192213177680969], [0.4808989465236664, 0.4614439904689789], [0.49622082710266113, 0.5400757789611816], [0.37150996923446655, 0.5107859969139099], [0.34931254386901855, 0.38643914461135864], [0.38192033767700195, 0.5171539187431335], [0.4026610553264618, 0.5813568234443665], [0.2870810627937317, 0.5991499423980713], [0.27324390411376953, 0.5004051923751831], [0.3130028247833252, 0.5725016593933105], [0.3331785202026367, 0.6256842017173767]]"
930,d,"[[0.5207158923149109, 0.8478209972381592], [0.6394845247268677, 0.7616789937019348], [0.6865137815475464, 0.6055249571800232], [0.6110864281654358, 0.5068827271461487], [0.49608665704727173, 0.45805516839027405], [0.5808404088020325, 0.4148709177970886], [0.5827656984329224, 0.23089943826198578], [0.5708180665969849, 0.1347445249557495], [0.549974799156189, 0.053519755601882935], [0.4834378659725189, 0.41612252593040466], [0.4580393135547638, 0.2245963215827942], [0.470489501953125, 0.3015137314796448], [0.4945131242275238, 0.39444586634635925], [0.3868868052959442, 0.4468531906604767], [0.3593634068965912, 0.27205026149749756], [0.37960556149482727, 0.34226202964782715], [0.4161129295825958, 0.43739089369773865], [0.2962113320827484, 0.5109461545944214], [0.27600958943367004, 0.362032949924469], [0.2986539304256439, 0.3759481906890869], [0.3382112383842468, 0.43958503007888794]]"
931,d,"[[0.4584551751613617, 0.8715370893478394], [0.6083244681358337, 0.8022320866584778], [0.6870504021644592, 0.6352323293685913], [0.6280748248100281, 0.48460644483566284], [0.4982306957244873, 0.4407496452331543], [0.5983811020851135, 0.44079965353012085], [0.5948370099067688, 0.245721235871315], [0.5682622790336609, 0.1363682895898819], [0.5473225712776184, 0.04672953486442566], [0.4951542615890503, 0.429668128490448], [0.464647114276886, 0.23121072351932526], [0.47093668580055237, 0.3078088164329529], [0.49905136227607727, 0.4038254916667938], [0.3953126072883606, 0.44881486892700195], [0.36971306800842285, 0.2716676592826843], [0.3873377740383148, 0.3360987603664398], [0.4196040630340576, 0.4344744086265564], [0.2971051335334778, 0.4980127215385437], [0.2793102264404297, 0.3532203137874603], [0.3018989562988281, 0.3646024465560913], [0.3358596861362457, 0.43211597204208374]]"
932,d,"[[0.4542542099952698, 0.9023910760879517], [0.6061354279518127, 0.8444231748580933], [0.6895944476127625, 0.6601813435554504], [0.6305246353149414, 0.5039759278297424], [0.5052868127822876, 0.4378744959831238], [0.6015327572822571, 0.46430182456970215], [0.6011872291564941, 0.2697649598121643], [0.5756995677947998, 0.150285005569458], [0.5544971823692322, 0.04970523715019226], [0.49786293506622314, 0.44705089926719666], [0.4894200265407562, 0.23925650119781494], [0.46640944480895996, 0.2921791672706604], [0.47732013463974, 0.3904179334640503], [0.3953956365585327, 0.46264636516571045], [0.38293007016181946, 0.28383368253707886], [0.36633244156837463, 0.33382558822631836], [0.38536137342453003, 0.43421149253845215], [0.29582563042640686, 0.5081561803817749], [0.28981858491897583, 0.3666639029979706], [0.29955196380615234, 0.36480438709259033], [0.32987484335899353, 0.4264664351940155]]"
933,d,"[[0.47145208716392517, 0.8929462432861328], [0.6177501678466797, 0.8260949850082397], [0.6876393556594849, 0.6501878499984741], [0.6220595240592957, 0.5008180737495422], [0.49840331077575684, 0.4415910840034485], [0.5997186899185181, 0.4544658660888672], [0.5997499227523804, 0.2599591910839081], [0.5744097828865051, 0.1491411030292511], [0.5493098497390747, 0.05582520365715027], [0.49481144547462463, 0.4415557086467743], [0.47299814224243164, 0.2413599193096161], [0.4606650471687317, 0.30064675211906433], [0.4771944284439087, 0.3934432864189148], [0.39343518018722534, 0.4616859555244446], [0.37510746717453003, 0.28702881932258606], [0.3670366108417511, 0.33937323093414307], [0.3869650363922119, 0.4327865242958069], [0.29828834533691406, 0.5093978047370911], [0.28486278653144836, 0.3685954809188843], [0.29194557666778564, 0.36687004566192627], [0.31753009557724, 0.42094624042510986]]"
934,d,"[[0.4350174367427826, 0.8901039361953735], [0.5943971276283264, 0.8347999453544617], [0.6944960951805115, 0.6539244651794434], [0.6256387233734131, 0.4931424856185913], [0.4986542761325836, 0.43785011768341064], [0.6111273169517517, 0.46224144101142883], [0.6007739305496216, 0.26964259147644043], [0.5754234790802002, 0.146258145570755], [0.5598381161689758, 0.04492253065109253], [0.5019509196281433, 0.4466152489185333], [0.47229117155075073, 0.24855269491672516], [0.452531099319458, 0.2958415746688843], [0.46454739570617676, 0.3904021084308624], [0.40500688552856445, 0.45972344279289246], [0.37427759170532227, 0.29687416553497314], [0.3660453259944916, 0.3397550582885742], [0.38609015941619873, 0.43311095237731934], [0.3123137056827545, 0.49854475259780884], [0.28866225481033325, 0.3661997616291046], [0.2996937334537506, 0.36850032210350037], [0.3294389247894287, 0.43163949251174927]]"
935,d,"[[0.499096542596817, 0.9005951881408691], [0.6292731165885925, 0.8075094819068909], [0.6983910202980042, 0.628248393535614], [0.6389386057853699, 0.48603373765945435], [0.5106576681137085, 0.48507368564605713], [0.5771864652633667, 0.42813095450401306], [0.5303904414176941, 0.24591192603111267], [0.494919091463089, 0.1330089271068573], [0.4561128616333008, 0.04401427507400513], [0.47714367508888245, 0.44325363636016846], [0.4458009898662567, 0.26888740062713623], [0.4946547746658325, 0.3732137680053711], [0.5226176381111145, 0.4639523923397064], [0.39379316568374634, 0.482143372297287], [0.3547375500202179, 0.3258977234363556], [0.41502970457077026, 0.42497947812080383], [0.44562166929244995, 0.5330144166946411], [0.305978000164032, 0.5452820062637329], [0.26429179310798645, 0.4131365716457367], [0.3197956383228302, 0.4555453956127167], [0.3597560524940491, 0.539078950881958]]"
936,d,"[[0.4798814356327057, 0.9004395604133606], [0.6227536797523499, 0.8024349212646484], [0.6993774175643921, 0.6289309859275818], [0.6359983086585999, 0.48356810212135315], [0.5028815865516663, 0.48215749859809875], [0.5891820192337036, 0.43333178758621216], [0.5534734725952148, 0.2481364905834198], [0.5240232348442078, 0.13097915053367615], [0.4928894639015198, 0.03752461075782776], [0.4853183925151825, 0.44458523392677307], [0.46313267946243286, 0.27100062370300293], [0.5052534937858582, 0.37328556180000305], [0.5300514698028564, 0.46186837553977966], [0.3969714343547821, 0.47871726751327515], [0.36441999673843384, 0.3142572045326233], [0.419822633266449, 0.41355469822883606], [0.4487330913543701, 0.523638904094696], [0.3060551583766937, 0.5388018488883972], [0.2747080624103546, 0.4023807644844055], [0.328607976436615, 0.44362103939056396], [0.36695191264152527, 0.5264231562614441]]"
937,d,"[[0.4685993790626526, 0.9039984345436096], [0.6087681651115417, 0.8158223628997803], [0.6872533559799194, 0.6359514594078064], [0.6362505555152893, 0.4884842038154602], [0.5041630268096924, 0.491822212934494], [0.5796319842338562, 0.44243109226226807], [0.5547187328338623, 0.2548901438713074], [0.5369171500205994, 0.1368207335472107], [0.5117412805557251, 0.04072827100753784], [0.4784124195575714, 0.4486573338508606], [0.4648962914943695, 0.2709372043609619], [0.5134705901145935, 0.37280821800231934], [0.5333048701286316, 0.46517109870910645], [0.3927200436592102, 0.4810980260372162], [0.36892086267471313, 0.3205079436302185], [0.4304312467575073, 0.4164525270462036], [0.4512786567211151, 0.5239385366439819], [0.301650732755661, 0.535920262336731], [0.27488020062446594, 0.3984745144844055], [0.3336259722709656, 0.4391772747039795], [0.36765414476394653, 0.5233123302459717]]"
938,d,"[[0.48038384318351746, 0.9089698195457458], [0.6177671551704407, 0.8013240098953247], [0.6954807043075562, 0.642349362373352], [0.630959153175354, 0.5029475688934326], [0.500943660736084, 0.4849509000778198], [0.6003638505935669, 0.4349251687526703], [0.5742964148521423, 0.24975986778736115], [0.5510332584381104, 0.13227155804634094], [0.5255747437477112, 0.036474913358688354], [0.49623435735702515, 0.44366124272346497], [0.4792673885822296, 0.2705613672733307], [0.5075389742851257, 0.3817511200904846], [0.5298431515693665, 0.46656692028045654], [0.40704435110092163, 0.47785964608192444], [0.3817013204097748, 0.31932559609413147], [0.42455774545669556, 0.4212803840637207], [0.4500541090965271, 0.5274463891983032], [0.3163364827632904, 0.5409798622131348], [0.2862839996814728, 0.40404394268989563], [0.3332463502883911, 0.4493560194969177], [0.36902880668640137, 0.5329111218452454]]"
939,d,"[[0.4786688983440399, 0.9055966138839722], [0.6152075529098511, 0.8130283355712891], [0.6874743700027466, 0.6449494957923889], [0.6100727319717407, 0.5112931132316589], [0.4786522686481476, 0.49170440435409546], [0.6084280610084534, 0.43775659799575806], [0.5878344178199768, 0.2549511194229126], [0.5645844340324402, 0.13849827647209167], [0.5411084294319153, 0.04416149854660034], [0.5007342100143433, 0.4435223937034607], [0.4839511513710022, 0.2706473469734192], [0.5029294490814209, 0.3770562410354614], [0.5207036137580872, 0.4680771827697754], [0.4089818298816681, 0.477568119764328], [0.3849341869354248, 0.32082366943359375], [0.4177824854850769, 0.41723427176475525], [0.4375041425228119, 0.5230225324630737], [0.3164471387863159, 0.5375338196754456], [0.2846817374229431, 0.4071558713912964], [0.32560670375823975, 0.4486472010612488], [0.3583966791629791, 0.5293683409690857]]"
940,d,"[[0.4660229980945587, 0.9096776247024536], [0.609553873538971, 0.8303346037864685], [0.6894735097885132, 0.6721171140670776], [0.6404997706413269, 0.5334200859069824], [0.523021936416626, 0.4872279465198517], [0.6187210083007812, 0.45055219531059265], [0.6095970869064331, 0.25998133420944214], [0.5933786630630493, 0.14280986785888672], [0.577418327331543, 0.05219712853431702], [0.5097630023956299, 0.45000654458999634], [0.49380362033843994, 0.27366381883621216], [0.4932968318462372, 0.3702191114425659], [0.5058028697967529, 0.4561191499233246], [0.4136083722114563, 0.4789413809776306], [0.3869817554950714, 0.31057727336883545], [0.40259093046188354, 0.39658230543136597], [0.4179779887199402, 0.499889999628067], [0.31794077157974243, 0.5374037027359009], [0.287145733833313, 0.39662790298461914], [0.3117372989654541, 0.4329862892627716], [0.3369162380695343, 0.515859842300415]]"
941,d,"[[0.4658623933792114, 0.9085052609443665], [0.6126009225845337, 0.8242294788360596], [0.6997984647750854, 0.6605347394943237], [0.6594396829605103, 0.51629638671875], [0.5331598520278931, 0.48513975739479065], [0.6079830527305603, 0.4467541575431824], [0.5932186841964722, 0.25382712483406067], [0.5741796493530273, 0.13886460661888123], [0.5525962710380554, 0.04282155632972717], [0.5008942484855652, 0.4499303996562958], [0.4785098135471344, 0.27093368768692017], [0.49328169226646423, 0.36571580171585083], [0.5117491483688354, 0.45251303911209106], [0.40668919682502747, 0.48327377438545227], [0.3750728368759155, 0.3167562186717987], [0.40287336707115173, 0.39794522523880005], [0.42325717210769653, 0.4993051588535309], [0.31163543462753296, 0.5445654988288879], [0.27849602699279785, 0.4010303318500519], [0.3128368556499481, 0.4343680739402771], [0.3444089889526367, 0.5175384283065796]]"
942,d,"[[0.4751177132129669, 0.8960953950881958], [0.6211817264556885, 0.8206665515899658], [0.6979591846466064, 0.640539288520813], [0.6347588300704956, 0.49819478392601013], [0.5149118304252625, 0.46534791588783264], [0.6160456538200378, 0.44072428345680237], [0.5992023944854736, 0.25226491689682007], [0.5769482254981995, 0.13606604933738708], [0.5579643249511719, 0.044262439012527466], [0.5069727897644043, 0.44162142276763916], [0.47775718569755554, 0.25974228978157043], [0.48977914452552795, 0.33440452814102173], [0.5089594125747681, 0.43089935183525085], [0.4115865230560303, 0.47486019134521484], [0.3731996417045593, 0.30473262071609497], [0.3984980583190918, 0.3712329566478729], [0.4226236939430237, 0.4746503531932831], [0.31708747148513794, 0.5312532782554626], [0.28032007813453674, 0.3937281370162964], [0.3095487356185913, 0.41503429412841797], [0.3393608331680298, 0.48979082703590393]]"
943,d,"[[0.4760286808013916, 0.8941490054130554], [0.6247202754020691, 0.8195726871490479], [0.7022067308425903, 0.6369515061378479], [0.6403809785842896, 0.4978770315647125], [0.5170881152153015, 0.46512603759765625], [0.6125146746635437, 0.4389422833919525], [0.5910763740539551, 0.24712811410427094], [0.564292848110199, 0.13206824660301208], [0.5399678349494934, 0.0400674045085907], [0.5043056011199951, 0.44309374690055847], [0.47115835547447205, 0.2576167583465576], [0.4873758554458618, 0.3248649835586548], [0.5098463892936707, 0.4191545248031616], [0.40911656618118286, 0.47783607244491577], [0.3702039122581482, 0.3056468963623047], [0.39881014823913574, 0.3660901188850403], [0.4256991744041443, 0.46915915608406067], [0.3153057098388672, 0.5353174209594727], [0.27684086561203003, 0.38992130756378174], [0.3098405599594116, 0.4096769690513611], [0.34462761878967285, 0.4891076982021332]]"
944,d,"[[0.47407934069633484, 0.8984703421592712], [0.6163944602012634, 0.8127182722091675], [0.696850061416626, 0.6418898105621338], [0.6403212547302246, 0.5027627348899841], [0.5185011029243469, 0.46278977394104004], [0.6161741614341736, 0.4413371980190277], [0.6067570447921753, 0.2499084770679474], [0.5902290344238281, 0.13676366209983826], [0.5737003684043884, 0.044198423624038696], [0.5073139667510986, 0.44246992468833923], [0.4830290973186493, 0.26048052310943604], [0.49321576952934265, 0.336287260055542], [0.5099447965621948, 0.4256334900856018], [0.41183191537857056, 0.47549968957901], [0.3779087960720062, 0.3048556447029114], [0.4023362398147583, 0.37541043758392334], [0.4237305223941803, 0.4779881238937378], [0.31769686937332153, 0.5339935421943665], [0.28301897644996643, 0.3931306302547455], [0.31447064876556396, 0.4195347726345062], [0.3459324836730957, 0.500247597694397]]"
945,d,"[[0.49892544746398926, 0.9176687002182007], [0.640561044216156, 0.8118404150009155], [0.698545515537262, 0.6501631140708923], [0.6535874009132385, 0.5085543990135193], [0.5273594260215759, 0.5309163928031921], [0.5830142498016357, 0.44240275025367737], [0.5762603282928467, 0.25945401191711426], [0.5746392607688904, 0.14415210485458374], [0.560939610004425, 0.056812584400177], [0.47716087102890015, 0.45685040950775146], [0.45687833428382874, 0.2920919954776764], [0.49745312333106995, 0.4055214822292328], [0.5190267562866211, 0.4782891869544983], [0.3914375901222229, 0.501900315284729], [0.3470369875431061, 0.34661340713500977], [0.4005703926086426, 0.4363536536693573], [0.42618292570114136, 0.5257760286331177], [0.30688464641571045, 0.5865893363952637], [0.2615833878517151, 0.4593065679073334], [0.3169831931591034, 0.5037908554077148], [0.3563087582588196, 0.5814182758331299]]"
946,d,"[[0.4926438331604004, 0.9225047826766968], [0.6414507031440735, 0.8125220537185669], [0.6964384317398071, 0.6514825820922852], [0.6536544561386108, 0.5051521062850952], [0.5261775851249695, 0.5335617065429688], [0.5816783905029297, 0.4473533630371094], [0.5759694576263428, 0.26053011417388916], [0.5736249089241028, 0.14389178156852722], [0.5599357485771179, 0.056603431701660156], [0.47725626826286316, 0.4598502814769745], [0.45702171325683594, 0.29136908054351807], [0.49376195669174194, 0.40408146381378174], [0.5141703486442566, 0.47631368041038513], [0.39057374000549316, 0.503819465637207], [0.3441337049007416, 0.3447253108024597], [0.3964075446128845, 0.43442046642303467], [0.4224056601524353, 0.5233184099197388], [0.3055681884288788, 0.5912296175956726], [0.2602100372314453, 0.4620533585548401], [0.3165215253829956, 0.5046612620353699], [0.3555707037448883, 0.5815461277961731]]"
947,d,"[[0.5036776661872864, 0.9033222198486328], [0.6353342533111572, 0.8076589107513428], [0.7041467428207397, 0.6342335939407349], [0.6668382287025452, 0.4892941415309906], [0.5519930124282837, 0.5266586542129517], [0.5677825808525085, 0.4364173114299774], [0.5413869023323059, 0.253146767616272], [0.5381696820259094, 0.13505950570106506], [0.5200671553611755, 0.04958820343017578], [0.46920961141586304, 0.4557666778564453], [0.45670753717422485, 0.2809860110282898], [0.5276024341583252, 0.3941614329814911], [0.5492343306541443, 0.47174131870269775], [0.3880041241645813, 0.5053516030311584], [0.34908902645111084, 0.34956905245780945], [0.4261890649795532, 0.4374031126499176], [0.45148906111717224, 0.5233595967292786], [0.30318593978881836, 0.592527449131012], [0.2604491114616394, 0.4613298177719116], [0.3315607011318207, 0.5035848021507263], [0.36966440081596375, 0.5754856467247009]]"
948,d,"[[0.505648672580719, 0.9228495955467224], [0.646290123462677, 0.8191978931427002], [0.708308219909668, 0.6541227102279663], [0.6555584073066711, 0.5139499306678772], [0.5269796848297119, 0.5289992094039917], [0.5934001803398132, 0.44287729263305664], [0.5808103084564209, 0.2585976719856262], [0.5702036619186401, 0.1416284739971161], [0.5538328886032104, 0.053827762603759766], [0.4849932789802551, 0.4585336744785309], [0.45759710669517517, 0.2898499667644501], [0.48607829213142395, 0.3901430368423462], [0.5114556550979614, 0.46456074714660645], [0.39628520607948303, 0.5039188265800476], [0.34985867142677307, 0.34570813179016113], [0.3879728615283966, 0.42283496260643005], [0.41622787714004517, 0.5133381485939026], [0.310020387172699, 0.5866323113441467], [0.2609540820121765, 0.45839962363243103], [0.30332720279693604, 0.4935508668422699], [0.3457045555114746, 0.5729250907897949]]"
